org_state,dest_state,month,avg_nb_shp
NC,KY,November,1
NC,VA,November,1
WI,GA,November,1
ND,AZ,November,1
ND,KY,November,1
FL,TN,November,1
NM,OK,November,1
NY,ID,November,1
OK,NM,November,1
CO,KY,November,1
ND,OH,November,1
ID,MT,November,1
AZ,IA,November,1
CA,WI,November,1
CO,IN,November,1
NC,GA,November,1
VA,GA,November,1
OH,IL,November,1
TN,NY,November,1
KS,AZ,November,1
TX,PA,November,1
TN,PA,November,1
OH,TN,November,1
NY,SC,November,1
WA,CO,November,1
FL,WI,November,1
OK,AR,November,1
FL,MI,November,1
NY,AR,November,1
NC,TN,November,1
KY,KS,November,1
KY,MO,November,1
SD,CO,November,1
WV,MI,November,1
AR,CA,November,1
IL,CA,November,1
KS,KY,November,1
TN,VA,November,1
AR,IN,November,1
VT,ME,November,1
TN,KS,November,1
OK,MO,November,1
KS,IN,November,1
ID,WI,November,1
VA,WI,November,1
VT,NH,November,1
IL,MO,November,1
GA,FL,November,1
WA,AZ,November,1
NY,NM,November,1
FL,IN,November,1
FL,CA,November,1
AZ,ID,November,1
MS,MS,November,1
TN,MN,November,1
VA,MD,November,1
MO,IA,November,1
CA,CA,December,2401
NY,NY,December,410
IA,IA,December,237
TX,TX,December,210
WI,WI,December,201
CO,CO,December,116
MI,MI,December,107
MN,MN,December,86
NY,PA,December,72
NY,VT,December,68
FL,FL,December,68
KY,KY,December,62
ID,ID,December,61
MN,IA,December,49
AZ,AZ,December,48
NM,TX,December,48
WI,IA,December,44
NY,MI,December,39
IA,WI,December,39
OH,OH,December,37
NM,NM,December,34
MN,WI,December,34
NY,OH,December,33
WA,WA,December,30
PA,PA,December,28
IA,MN,December,28
KS,KS,December,27
TX,NM,December,27
VT,VT,December,21
WI,MI,December,21
WI,MN,December,20
NY,WI,December,20
IN,IN,December,17
NY,IN,December,16
OK,TX,December,15
NY,KY,December,15
NY,IA,December,15
IA,SD,December,15
TN,KY,December,15
SD,SD,December,15
SD,IA,December,14
MI,IN,December,14
CA,AZ,December,14
TX,CA,December,14
MI,WI,December,14
NY,CT,December,13
ND,SD,December,12
ID,CA,December,12
AZ,CA,December,12
TX,KS,December,12
IL,WI,December,12
TX,CO,December,12
TN,TN,December,12
ND,IA,December,12
MN,SD,December,11
KY,IN,December,11
WI,IL,December,11
OH,IN,December,11
NY,ME,December,10
OK,OK,December,10
NE,NE,December,10
ND,MN,December,10
TX,IA,December,10
MI,OH,December,9
WI,IN,December,9
KY,TN,December,9
OH,MI,December,9
FL,GA,December,9
TX,OK,December,9
CO,KS,December,9
IL,IA,December,9
IL,IL,December,8
CO,TX,December,8
CO,CA,December,8
OR,OR,December,8
WA,CA,December,8
PA,NY,December,8
NY,NH,December,8
VA,VA,December,7
OR,CA,December,7
KS,TX,December,7
OK,KS,December,7
UT,UT,December,7
NY,VA,December,7
NE,IA,December,7
KY,OH,December,7
ND,WI,December,7
TX,AZ,December,7
KS,CO,December,7
NY,TX,December,7
IA,IL,December,7
NY,FL,December,7
CO,IA,December,7
ID,UT,December,6
KS,IA,December,6
NY,GA,December,6
IN,MI,December,6
TX,WI,December,6
UT,CA,December,6
NY,MD,December,6
NY,CA,December,6
CA,ID,December,6
NC,NC,December,6
IA,NE,December,6
NY,MN,December,5
SD,MN,December,5
IN,OH,December,5
OH,KY,December,5
SC,GA,December,5
NY,TN,December,5
WI,OH,December,5
IL,IN,December,5
NY,NC,December,5
ND,CA,December,5
KY,MI,December,5
OR,WA,December,5
GA,GA,December,4
PA,OH,December,4
TN,GA,December,4
NY,IL,December,4
IA,MI,December,4
KY,IA,December,4
WI,KY,December,4
ND,ND,December,4
UT,ID,December,4
MI,IA,December,4
VT,NY,December,4
KY,WI,December,4
ND,CO,December,4
AR,TX,December,4
IN,KY,December,4
CO,NE,December,4
CA,TX,December,4
IL,MI,December,4
TX,KY,December,3
WI,SD,December,3
TN,IN,December,3
MN,MI,December,3
CA,UT,December,3
MD,PA,December,3
OH,WI,December,3
TN,IA,December,3
CO,SD,December,3
IN,WI,December,3
TX,MI,December,3
CO,WI,December,3
NY,CO,December,3
IA,IN,December,3
CA,CO,December,3
TX,FL,December,3
NY,KS,December,3
KY,GA,December,3
IL,KY,December,3
WI,TX,December,3
NM,CO,December,3
TX,MN,December,3
NY,SD,December,3
PA,MI,December,3
AR,AR,December,3
WA,ID,December,3
VA,PA,December,3
AZ,TX,December,3
OH,PA,December,3
WA,OR,December,3
CO,AZ,December,3
IA,KS,December,3
KY,IL,December,3
KS,CA,December,3
TX,IN,December,3
TN,OH,December,3
OR,ID,December,3
OK,IA,December,3
ND,TX,December,2
ME,ME,December,2
TN,WI,December,2
AR,IA,December,2
TN,FL,December,2
OK,CO,December,2
PA,MD,December,2
MI,KY,December,2
WI,CA,December,2
TX,SD,December,2
VA,KY,December,2
NM,AZ,December,2
TN,TX,December,2
ND,MI,December,2
TN,MI,December,2
KS,WI,December,2
OH,NY,December,2
VA,NC,December,2
ID,CO,December,2
KS,OK,December,2
NY,NJ,December,2
KY,TX,December,2
VA,OH,December,2
OH,IA,December,2
CO,ID,December,2
NM,CA,December,2
IN,IA,December,2
SC,NC,December,2
KS,NE,December,2
NY,MA,December,2
TX,ID,December,2
IA,MO,December,2
WI,KS,December,2
CO,MN,December,2
SD,WI,December,2
MI,NY,December,2
CO,NM,December,2
TX,OH,December,2
KY,FL,December,2
NE,SD,December,2
WI,NY,December,2
SC,FL,December,2
TX,NE,December,2
WV,OH,December,2
CA,IA,December,2
ND,KS,December,2
TX,GA,December,2
TX,AR,December,2
CO,UT,December,2
IA,TX,December,2
NM,KS,December,2
FL,KY,December,2
SC,KY,December,2
MN,IN,December,2
MT,MT,December,2
WI,CO,December,2
SC,SC,December,2
PA,KY,December,2
ND,NE,December,2
CA,WA,December,2
IA,CO,December,2
ID,WA,December,2
CT,CT,December,2
IL,OH,December,2
TX,MO,December,2
ID,TX,December,2
MN,IL,December,2
IL,MN,December,2
IA,KY,December,2
PA,WI,December,1
MN,NE,December,1
ID,AZ,December,1
AZ,CO,December,1
MI,IL,December,1
FL,TX,December,1
MN,CA,December,1
TX,UT,December,1
MN,CO,December,1
AR,MO,December,1
UT,CO,December,1
MD,MD,December,1
ID,IA,December,1
TX,IL,December,1
PA,IN,December,1
AR,KY,December,1
NY,MO,December,1
PA,VA,December,1
WV,PA,December,1
KY,NY,December,1
KS,MN,December,1
MN,TX,December,1
TN,IL,December,1
CA,OR,December,1
SD,NE,December,1
KY,PA,December,1
MN,KS,December,1
NJ,PA,December,1
NE,KS,December,1
NY,WV,December,1
NY,AZ,December,1
IA,OH,December,1
IA,CA,December,1
CA,NV,December,1
ND,ID,December,1
MO,MO,December,1
TN,NC,December,1
CO,MI,December,1
TX,TN,December,1
AR,KS,December,1
MI,MN,December,1
MT,CA,December,1
KS,SD,December,1
IN,IL,December,1
NY,NE,December,1
WI,NE,December,1
WI,MO,December,1
KY,NC,December,1
CO,OK,December,1
TN,CA,December,1
MI,PA,December,1
WY,CO,December,1
KY,CA,December,1
WI,PA,December,1
VA,MI,December,1
SC,TN,December,1
AR,WI,December,1
FL,IA,December,1
NV,CA,December,1
OK,CA,December,1
MN,KY,December,1
ND,IN,December,1
TX,NY,December,1
WI,FL,December,1
AR,OK,December,1
PA,IA,December,1
UT,AZ,December,1
NY,OK,December,1
CA,KS,December,1
VA,TN,December,1
ND,MT,December,1
CT,NY,December,1
WV,VA,December,1
AZ,NM,December,1
ID,OR,December,1
VA,NY,December,1
VA,IN,December,1
KS,MO,December,1
WI,TN,December,1
MT,ID,December,1
WI,GA,December,1
KS,NM,December,1
NE,CO,December,1
KY,MN,December,1
KY,VA,December,1
WV,KY,December,1
PA,VT,December,1
OK,NM,December,1
OK,WI,December,1
UT,TX,December,1
WA,IA,December,1
CO,WY,December,1
IL,TX,December,1
CA,NM,December,1
FL,TN,December,1
MN,OH,December,1
ND,KY,December,1
KS,MI,December,1
TN,NY,December,1
NC,VA,December,1
AZ,IA,December,1
ND,AZ,December,1
NC,KY,December,1
NY,ID,December,1
KS,AZ,December,1
KY,KS,December,1
NM,OK,December,1
NC,GA,December,1
WA,TX,December,1
ND,OH,December,1
VA,GA,December,1
CO,IN,December,1
FL,WI,December,1
CO,KY,December,1
NM,IA,December,1
ID,MT,December,1
TN,PA,December,1
SD,CO,December,1
WA,CO,December,1
OH,IL,December,1
OK,AR,December,1
OH,TN,December,1
NC,TN,December,1
CA,WI,December,1
AR,CA,December,1
TN,VA,December,1
VT,NH,December,1
KY,MO,December,1
NY,SC,December,1
TX,PA,December,1
KS,KY,December,1
OK,MO,December,1
FL,IN,December,1
TN,MN,December,1
TN,KS,December,1
IL,CA,December,1
NY,AR,December,1
FL,OH,December,1
WV,MI,December,1
IL,MO,December,1
VA,WI,December,1
AR,IN,December,1
VT,ME,December,1
FL,MI,December,1
OH,GA,December,1
MS,MS,December,1
SC,IA,December,1
KS,IN,December,1
OH,TX,December,1
GA,FL,December,1
SC,OH,December,1
FL,CA,December,1
NE,MN,December,1
ID,WI,December,1
AZ,ID,December,1
VA,MD,December,1
PA,FL,December,1
ID,KS,December,1
NY,NM,December,1
OH,VA,December,1
